company_id,snapshot_date,segment,region,seasonal_period,business_age_months,employee_count,annual_revenue_inr,credit_limit_inr,current_outstanding_inr,years_with_platform,has_iata_license,has_financial_statements,kyc_complete,corporate_verification_complete,gst_registered,vat_registered,tax_filing_compliance_rate,tax_payment_delay_days,regulatory_violations_12m,aa_framework_adopted,treds_registered,ocen_integrated,upi_transaction_share,api_booking_enabled,cibil_msme_rank,has_credit_history,debt_to_equity_ratio,quick_ratio,operating_margin,cash_flow_positive,informal_credit_factor,true_debt_to_equity_ratio,credit_utilization,credit_util_trend_6m,credit_util_volatility,on_time_payment_rate,avg_late_payment_days,days_payable_outstanding,missed_payments_12m,outstanding_invoices,total_bookings_lifetime,bookings_30d,bookings_7d,avg_booking_value_inr,booking_value_variance,cancellation_rate,booking_modification_rate,no_show_rate,booking_completion_rate,chargeback_rate,dispute_count_90d,dispute_resolution_rate,disputed_charges_12m,same_day_booking_pct,next_day_booking_pct,avg_booking_window_days,max_single_booking_30d_inr,booking_seasonality_index,refund_request_rate,avg_refund_processing_days,refund_to_booking_ratio,disputed_refund_count_90d,avg_customer_rating,repeat_customer_rate,customer_complaint_count_90d,supplier_dispute_count_12m,contract_breach_incidents_12m,communication_responsiveness_score,revenue_concentration_top3_pct,geographic_concentration_index,booking_source_diversity,days_since_first_booking,days_since_last_booking,booking_velocity_trend,velocity_spike_count_30d,total_users,active_users_30d,new_users_30d,new_users_7d,role_escalations_30d,bookings_to_revenue_ratio,credit_exhaustion_rate_days,chargeback_to_booking_ratio,user_to_employee_ratio,new_user_velocity,refund_to_revenue_ratio,dispute_to_booking_ratio,default_flag,fraud_flag,risk_score
IN-TRV-000290,2026-02-15,micro,metro,peak,24,2,17020015,510744,4766944.0,1.466546524,0,0,0,1,1,0,0.553688545,44.86628125,2,0,0,0,0.312139332,0,5,0,2.109472401,0.538444132,0.01238087,1,2.484774016,5.241562209,1.0,0.332920249,0.408748756,0.665719698,27.53392226,121.2418597,2,4,831,112,28,18036.17707,0.672328705,0.266278804,0.310769354,0.082787853,0.650933342,0.014624767,0,0.780628501,0,0.269151502,0.426421588,6.229904592,63712.46336,1.750522412,0.245658755,24.90572212,0.229884667,0,3.450264008,0.587913525,0,4,2,0.687913525,0.395584053,0.274681567,0.511368509,693,5,-0.160686335,1,1,0,0,0,0,0.880260762,9.987607467,0.108467019,0.5,0.0,0.34987755,0.0,1,0,36.71605583
IN-TRV-000653,2026-02-15,small_medium,tier2,peak,130,20,683039536,6090454,35071831.5114375,9.267166221,1,1,1,1,1,0,0.963719873,1.504966077,0,0,1,0,0.562194486,1,4,1,0.66218616,1.678548556,0.09596139,1,1.222599833,0.809588689,0.787486105,0.069481341,0.083167892,0.970201442,7.547541385,50.59837595,0,4,870,117,22,19893.10168,0.267495904,0.100249609,0.112679472,0.018572213,0.881178178,0.006005511,0,0.909917331,0,0.099752201,0.192043541,11.05018111,86570.84291,1.603459545,0.104491018,3.639959622,0.081282012,0,5.008812069,0.894436276,0,0,0,0.994436276,0.146902095,0.674714784,0.876868344,3817,3,-0.679739944,0,9,6,0,0,0,0.02534367,2.084440243,0.04466599,0.45,0.0,0.004272703,0.0,0,0,0.654555813
IN-TRV-000040,2026-02-15,micro,tier2,peak,39,3,33390986,948736,5493819.09226154,3.243315365,0,0,1,1,1,0,0.991996665,5.096532407,0,0,0,0,0.508344052,0,1,0,1.296628017,1.220861681,0.059011076,1,1.37368143,1.781153829,0.660339802,0.144405051,0.118842747,0.946617818,6.382952478,64.07367141,1,3,930,114,26,13324.50644,0.286765463,0.16878512,0.156502403,0.028295195,0.802919685,0.005910334,0,0.911344983,0,0.133548024,0.163562957,12.18555781,104646.8197,1.466744081,0.10623625,8.318044999,0.096612898,0,4.47375956,0.775422176,0,2,1,0.875422176,0.201974987,0.751564764,0.815453154,1120,4,-0.330901486,0,1,0,0,0,0,0.370927689,4.332151539,0.048191958,0.333333333,0.0,0.057993687,0.0,0,0,14.65621453
IN-TRV-000590,2026-02-15,micro,tier3,peak,13,2,14956594,271691,4270729.9028571425,0.908270897,0,0,0,0,0,0,0.465287445,68.94029628,7,0,0,0,0.241464345,0,8,0,3.756132494,0.311488379,-0.092324766,0,2.278070256,8.55673371,0.916945762,0.400766685,0.515043089,0.245222978,51.11404639,167.7015156,7,10,1423,120,51,9759.337826,1.076807053,0.325139579,0.224779401,0.10097513,0.573885291,0.078445707,1,0.15,4,0.402019559,0.611636593,6.085409563,57470.64301,1.484156296,0.296832733,36.04343936,0.210122998,0,2.480788318,0.250324904,0,3,3,0.350324904,0.766755524,0.799930208,0.132189314,333,1,0.314964246,3,1,0,0,0,3,0.928429512,12.02300056,0.930141954,0.5,0.0,0.27890861,0.047619048,0,1,100.0
IN-TRV-000308,2026-02-15,micro,tier3,peak,25,2,25820225,324933,3308408.727272727,1.279515811,0,0,0,0,1,0,0.61137048,38.50094632,1,0,0,0,0.430664221,0,8,0,3.124737606,0.729497697,0.009507693,0,2.298927101,7.183543967,1.0,0.235325329,0.267842254,0.686734504,34.52564385,98.86069541,4,7,1008,112,31,6311.088953,0.617944093,0.303844496,0.318292351,0.084635643,0.61151986,0.012565089,0,0.811523662,0,0.214339359,0.279422003,9.859806956,46436.90262,1.694907873,0.24531826,24.78213099,0.18231053,0,2.540835362,0.352495472,0,9,7,0.452495472,0.670811493,0.902197531,0.441517286,677,0,0.165203524,0,1,0,0,0,1,0.246379633,7.059759872,0.113085803,0.5,0.0,0.080588564,0.0,0,0,64.41229742
IN-TRV-000680,2026-02-15,small_medium,tier2,peak,51,19,575109612,13192568,58471932.414000005,3.647703899,1,1,1,1,1,0,0.935777216,9.987635654,0,0,0,0,0.486222524,1,4,1,0.596029118,1.376473658,0.120324746,1,1.221748707,0.728197805,0.738697884,0.046968583,0.067267486,0.936792239,1.294628827,52.74470513,0,5,774,108,30,19182.98889,0.250537028,0.088660916,0.067591977,0.020109815,0.891229269,0.005133273,0,0.923000911,0,0.057105588,0.088446562,22.97569807,143635.9913,1.554971068,0.119700114,7.461796348,0.107435214,0,3.800054049,0.653054057,0,4,1,0.753054057,0.345459486,0.606516314,0.589064856,1386,4,-0.234400417,2,14,9,0,0,0,0.02581705,1.409057482,0.036788454,0.736842105,0.0,0.005174462,0.0,0,0,29.05246385
IN-TRV-000067,2026-02-15,micro,tier2,peak,36,3,32116495,907910,6521314.281685714,2.641659943,0,1,1,0,1,0,0.85243006,12.27570637,0,0,0,0,0.392063711,0,2,0,0.654263888,0.862977598,0.078957578,1,1.892821057,1.238404465,0.882095315,0.08529675,0.181021111,0.890472518,8.190389514,77.26077519,1,2,871,114,16,15889.13372,0.485765474,0.152381957,0.101800975,0.053239489,0.794378553,0.009627985,0,0.855580229,0,0.115223535,0.176188268,10.51512145,57708.25499,1.773773216,0.125529767,6.48633782,0.076715956,0,5.043135976,0.86577692,0,0,0,0.96577692,0.163463384,0.664443561,0.868446579,959,6,-0.627021402,0,1,0,0,0,0,0.43105498,2.558902497,0.073585312,0.333333333,0.0,0.08495812,0.0,0,0,4.026244648
IN-TRV-000276,2026-02-15,micro,metro,peak,31,3,58445495,500733,6231344.0,1.864417139,0,0,0,0,1,0,0.501854885,37.22942694,2,1,0,0,0.308140971,0,5,1,2.554787028,0.567928138,0.040020503,0,2.201703942,5.62488467,1.0,0.181144084,0.302522421,0.711642566,29.71366903,101.1488737,3,3,1319,112,37,6711.657299,0.602545988,0.206025916,0.127331224,0.032398533,0.761575552,0.022790217,0,0.658146749,0,0.28594446,0.413280863,4.010516453,32842.64465,1.58235577,0.194029005,23.97824923,0.171897508,0,3.31972422,0.531602223,0,6,3,0.631602223,0.367316058,0.378086334,0.734157729,907,5,-0.0951444,3,1,0,0,0,2,0.151481679,5.434322517,0.268418108,0.333333333,0.0,0.029946402,0.0,0,0,43.3409149
IN-TRV-000068,2026-02-15,micro,tier2,peak,72,4,40671685,793805,4005026.155384615,4.317078891,0,1,1,0,1,0,0.970030952,12.94513569,0,0,0,0,0.506953936,0,3,1,1.756296251,1.107242889,0.059059771,1,1.829433989,3.213028056,0.655895844,0.134857414,0.135389988,0.819166198,5.308398397,61.27409728,1,1,785,100,15,10146.60933,0.453358621,0.212425427,0.24104339,0.032443057,0.755131516,0.008224689,0,0.876629668,0,0.099897112,0.131721731,11.45566858,35112.27839,1.54510144,0.142598558,9.514320337,0.132062027,0,4.861233281,0.819145433,0,0,0,0.919145433,0.193394642,0.699880358,0.749882454,1899,6,-0.459953676,1,1,0,0,0,0,0.19574271,4.045722425,0.064532174,0.25,0.0,0.042689902,0.0,0,0,9.512302047
IN-TRV-000319,2026-02-15,micro,tier2,peak,22,3,19662929,163950,1448225.0,1.228192455,0,0,0,0,0,0,0.719255532,22.77872362,2,0,0,0,0.43027855,1,6,1,3.101527573,0.831761742,0.044667829,1,1.887148709,5.853043756,1.0,0.167908155,0.351574368,0.652749458,15.33159854,126.9635247,4,4,716,106,26,10494.746,0.843635846,0.211071041,0.205934721,0.048002677,0.740926282,0.015371761,0,0.769423591,0,0.16289676,0.24824847,5.462682535,62498.70778,1.546553357,0.159240143,17.624633,0.151941336,0,3.807459654,0.56365831,1,3,3,0.66365831,0.374742276,0.721283349,0.558384222,582,5,-0.133393953,1,1,0,0,0,1,0.381885661,5.037244662,0.103759384,0.333333333,0.0,0.108109382,0.0,0,0,39.56961057
IN-TRV-000549,2026-02-15,micro,metro,peak,15,1,12612682,240541,2235374.456727273,0.835123632,0,0,0,0,1,0,0.246013163,150.903453,8,0,0,0,0.167172464,0,7,0,5.856219507,0.446143342,-0.07899912,0,2.313292348,13.54714777,0.946520668,0.556883327,0.450437545,0.413319176,74.19915627,173.3445368,5,9,854,108,29,10975.75801,1.199482654,0.480048302,0.369100058,0.098261846,0.421689852,0.055110702,1,0.173339464,3,0.362257376,0.583402871,6.330683281,64371.62767,1.407221353,0.260876351,45.1256529,0.225705874,0,1.619066114,0.061068454,2,11,6,0.161068454,0.758073608,0.334525679,0.127067039,397,4,0.692707784,10,1,0,0,0,0,0.743322718,16.7064998,0.435875556,1.0,0.0,0.294216345,0.03030303,1,1,98.69782896
IN-TRV-000999,2026-02-15,ota_platform,tier3,peak,45,244,12243633959,454410377,1902478067.0588236,3.406588368,1,1,1,1,1,0,0.801511618,17.17610955,3,1,0,0,0.558963039,1,5,1,0.734102385,1.091619124,0.084875741,1,1.0,0.734102385,0.711738305,0.220004232,0.340917725,0.848256144,18.99386148,76.6086752,1,123,706,100,24,31401.38893,0.638556799,0.152210515,0.165974625,0.046396238,0.801393247,0.012740953,0,0.808885705,0,0.158882313,0.313834354,21.00568126,115635.8679,1.572161176,0.187205947,10.73246972,0.167089649,0,1.737915184,0.147851756,1,11,6,0.247851756,0.856940071,0.943277211,0.05,1174,1,0.4996558,4,185,116,17,4,5,0.001810385,6.600126968,0.089936139,0.758196721,0.091891892,0.000576155,0.0,0,0,100.0
IN-TRV-000715,2026-02-15,small_medium,metro,peak,48,9,237969015,6377549,58992328.25,3.500562239,0,1,1,0,1,0,0.806939006,27.824993,3,1,0,0,0.365514402,1,6,1,1.795572699,0.986077212,0.043823254,0,1.329414961,2.38706121,1.0,0.152694135,0.226745298,0.847030891,15.75627599,85.82839029,2,6,971,111,28,23535.28819,0.421982274,0.233849697,0.148317715,0.06167827,0.704472032,0.01150232,0,0.827465204,0,0.158220787,0.191974703,9.920952921,109509.3201,1.54138784,0.167808029,15.18617756,0.106490511,0,3.14564026,0.394794126,1,11,6,0.494794126,0.627461669,0.433560626,0.375533655,1380,0,0.082362742,1,6,5,0,0,0,0.096057248,4.580824041,0.100645297,0.666666667,0.0,0.022106301,0.0,0,0,59.43598517
IN-TRV-000754,2026-02-15,small_medium,metro,peak,39,9,412747586,3046992,25079087.999999996,2.65468752,0,1,1,0,1,0,0.85896662,20.82458306,1,0,0,0,0.430367092,0,4,1,1.529708032,1.220473032,0.045422769,1,1.392435503,2.130019773,1.0,0.203957349,0.313783684,0.814327064,20.88505144,67.55319702,2,4,700,107,25,22616.3256,0.482297286,0.168510219,0.134366146,0.029389145,0.802100636,0.017469522,0,0.73795717,0,0.129748625,0.257295543,14.16980496,95766.33295,1.721758321,0.147255551,17.66607328,0.11255934,0,3.069387938,0.452839199,0,5,5,0.552839199,0.499672214,0.44090761,0.615690432,1098,2,0.020942595,1,4,3,0,0,1,0.038335123,6.118720483,0.114223798,0.444444444,0.0,0.010360345,0.0,1,0,52.60715301
IN-TRV-000328,2026-02-15,micro,tier2,peak,13,3,14550712,280996,2060637.3333333333,0.861670109,0,1,0,0,1,0,0.793900439,20.3337613,1,1,0,0,0.418771798,0,5,0,2.831025165,0.732278328,0.042156299,1,2.353599324,6.663098917,1.0,0.296864136,0.312763501,0.573389094,20.77495679,101.6746639,3,6,660,110,37,7182.861459,0.523976037,0.271460506,0.173383879,0.067104048,0.661435446,0.02139563,1,0.67906555,4,0.294132919,0.504888783,6.644512027,28200.4786,1.752618335,0.152529141,19.04344509,0.104094361,0,3.132469488,0.493238383,1,9,5,0.593238383,0.559760029,0.724796651,0.319964429,339,0,-0.031811414,0,1,0,0,0,2,0.325804577,8.905924072,0.12837378,0.333333333,0.0,0.099389384,0.022222222,0,0,47.85430788
IN-TRV-000383,2026-02-15,micro,metro,peak,26,3,25194812,392020,3304168.5714285714,1.398119386,0,1,0,0,1,0,0.558650777,58.31563143,3,0,0,0,0.273772233,0,6,1,3.447808771,0.728141928,0.045343899,0,2.033187822,7.010042807,1.0,0.207842075,0.377269393,0.667608401,30.05163126,90.58761298,2,5,818,118,25,16811.87276,0.589280251,0.223038112,0.161619954,0.076391834,0.700570054,0.01691386,1,0.746292096,3,0.208875302,0.274898081,10.86690957,85831.76678,1.645348068,0.211844347,16.08942185,0.131319624,0,2.488056552,0.351521457,0,5,4,0.451521457,0.693245539,0.378038781,0.366450738,764,2,0.144921999,3,1,0,0,0,2,0.545545121,6.235262246,0.117188889,0.333333333,0.0,0.2001636,0.023809524,0,0,64.52688747
IN-TRV-000452,2026-02-15,micro,tier3,peak,14,2,15415945,127660,1060364.4314153846,1.012168651,0,0,0,0,0,0,0.072506084,100.5186856,3,0,0,0,0.311819846,0,9,1,6.566658463,0.387013292,-0.051584762,0,2.636987038,17.31619325,0.930862799,0.390159644,0.785200057,0.226332908,35.23843097,200.7521883,11,12,785,116,45,13632.59127,1.353265154,0.455004918,0.441154828,0.102562034,0.442433048,0.037776104,1,0.433358439,3,0.342699236,0.560959515,4.850291444,95348.36034,1.651252698,0.357873054,26.3559005,0.323366615,0,1.938863737,0.213105919,2,5,3,0.313105919,0.799630405,0.87835726,0.248973774,371,6,0.287339519,6,1,0,0,0,1,0.694393382,11.70478933,0.255715166,0.5,0.0,0.440531024,0.025641026,1,1,100.0
IN-TRV-000523,2026-02-15,micro,tier3,peak,8,2,15469240,271039,2246634.952558333,0.461968173,0,0,0,0,0,0,0.067741247,145.4680935,8,0,0,0,0.234647659,0,7,1,6.43438118,0.535102618,0.016678127,0,2.553639758,16.4310916,0.929604448,0.330744097,0.666306418,0.346448658,76.74909824,169.4229514,6,7,811,107,45,8955.06423,1.322538391,0.305470857,0.241418987,0.089446346,0.605082797,0.063092632,3,0.15,14,0.264370575,0.37506163,1.889394779,51787.96876,1.770371556,0.390015004,31.58893365,0.254916762,1,1.5,0.065077755,1,13,6,0.165077755,0.879644828,0.755547201,0.05,234,2,0.610180595,10,1,0,0,0,3,0.469724985,9.92232291,0.47845246,0.5,0.0,0.289898572,0.083333333,1,1,100.0
IN-TRV-000219,2026-02-15,micro,tier2,peak,37,2,22919207,520719,5901482.0,2.50514518,0,0,0,1,1,0,0.576108289,37.22511085,1,0,0,0,0.448113043,1,8,1,2.222188886,0.801147778,0.03288892,0,2.170929423,4.824215236,1.0,0.158737141,0.310617732,0.581090458,25.7066567,102.5272212,4,4,1054,102,23,7287.131103,0.740075227,0.251476398,0.253907596,0.049657242,0.698866361,0.023242273,0,0.651365907,0,0.254200801,0.339088199,3.072908475,31536.35716,1.555032667,0.211671233,11.40587299,0.164716938,0,2.625041762,0.341309909,1,14,5,0.441309909,0.584258562,0.712686237,0.511798185,1038,2,0.13198927,0,1,0,0,0,3,0.33511788,4.762114221,0.240170153,0.5,0.0,0.082375914,0.0,1,0,65.72824602
IN-TRV-000788,2026-02-15,small_medium,tier3,peak,19,10,170305339,1229399,11148888.261272728,1.310903929,0,0,0,0,1,0,0.514677255,32.004831,5,0,0,0,0.373905697,0,8,1,2.374671054,0.912040459,-0.005322285,1,2.124280771,5.044468058,0.977982809,0.389706537,0.641095603,0.635434054,56.39520433,97.99750655,6,14,835,102,37,19447.98579,0.76476046,0.255279429,0.269924557,0.050593756,0.694126815,0.036881164,1,0.446782546,3,0.349006193,0.468934607,4.763776954,118958.918,1.401287234,0.285309785,35.26454668,0.201917285,0,1.94141997,0.155091257,1,7,5,0.255091257,0.691103468,0.76334773,0.350397193,537,4,0.325825802,4,6,3,0,0,3,0.09530076,11.69119612,0.301754975,0.6,0.0,0.039879018,0.03030303,1,1,100.0
IN-TRV-000437,2026-02-15,micro,tier2,peak,13,1,17020127,68318,596861.0184545454,0.974021382,0,0,1,0,1,0,0.19388941,161.1642198,9,0,0,0,0.173154155,0,9,0,5.750147176,0.425562009,-0.096980946,1,2.070932472,11.90816651,0.961016307,0.340881285,0.549451688,0.255745237,65.45443033,226.4490414,5,10,900,100,45,9163.920919,1.319213803,0.429172278,0.328389765,0.12270704,0.448120682,0.032458428,1,0.513123579,4,0.257742502,0.419894188,2.464206482,57228.922,1.457390898,0.32566993,53.50271464,0.221852715,0,2.212200141,0.173651469,1,10,3,0.273651469,0.758624469,0.526834475,0.168030892,363,4,0.375888988,1,1,0,0,0,0,0.484575038,10.22643854,0.292125852,1.0,0.0,0.210415358,0.03030303,1,1,96.50582207
IN-TRV-000765,2026-02-15,small_medium,tier3,peak,50,16,279181307,2012027,14946486.285714285,3.982268592,0,0,1,1,1,0,0.798136492,25.04017507,1,0,0,0,0.536731836,1,4,1,1.483056061,1.09413799,0.023436574,0,1.411731894,2.093677543,1.0,0.184089145,0.214601374,0.750768476,16.14589222,81.52424302,1,7,713,104,22,23502.78632,0.461103649,0.236340879,0.161253731,0.080763536,0.682895585,0.012625213,0,0.810621811,0,0.147845774,0.279661183,13.15714462,158327.6778,1.565661532,0.124449926,8.400278818,0.11133339,0,3.045673942,0.381539285,1,11,4,0.481539285,0.676872133,0.924467923,0.346834418,1305,2,0.107088685,3,9,6,0,0,0,0.060035696,5.522674345,0.086572886,0.5625,0.0,0.013075016,0.0,0,1,60.99537823
IN-TRV-000089,2026-02-15,micro,tier3,peak,70,4,28734669,850971,5325048.087075001,5.103443325,0,1,1,1,1,0,0.953518468,12.56174393,0,1,0,0,0.403354413,1,2,1,1.732628625,0.869484496,0.067364878,1,1.963964229,3.402820643,0.918548852,-0.04864069,0.209855605,0.877112288,9.352382044,75.67490427,1,2,654,109,27,8046.038547,0.462486624,0.158089036,0.172139389,0.036910363,0.8050006,0.008472299,0,0.872915514,0,0.050776664,0.088438527,13.88928814,28926.36566,1.497598121,0.149054118,6.947873626,0.093542065,0,4.375345937,0.789085175,0,0,0,0.889085175,0.159254825,0.893072823,0.862613195,1992,1,-0.297521554,0,1,0,0,0,0,0.183127542,-1.459220708,0.050833794,0.25,0.0,0.054591828,0.0,0,0,13.04880292
IN-TRV-000064,2026-02-15,micro,tier2,peak,83,3,40591521,902461,5978804.125,6.4856541,0,0,1,1,1,0,0.87726683,2.35219058,0,1,0,0,0.525866043,0,2,1,1.59722954,1.279059004,0.0410223,1,1.95401288,3.121007092,1.0,0.077082871,0.187069511,0.860481595,9.028774588,75.93882055,0,1,716,106,26,22016.0158,0.286609064,0.203292972,0.181014571,0.051396344,0.745310685,0.008782076,0,0.868268864,0,0.134466591,0.196343942,13.03822389,70370.82762,1.67032917,0.106532834,11.40542513,0.075510413,0,4.996912368,0.82954702,0,0,0,0.92954702,0.253694272,0.60374183,0.720262516,2377,5,-0.372350799,0,2,1,0,0,0,0.388072657,2.312486141,0.059279011,0.666666667,0.0,0.073497742,0.0,0,0,8.288585829
IN-TRV-000827,2026-02-15,small_medium,metro,peak,21,8,107311032,2470510,19590153.606000002,1.204944629,0,0,1,1,0,0,0.523937534,33.40222603,7,0,0,0,0.433873774,0,9,0,2.989284351,0.910578418,-0.034779699,0,1.993627753,5.959520243,0.881066555,0.329948983,0.519148212,0.588242334,37.49076004,112.6082425,4,10,846,108,27,28723.14963,1.04079905,0.393180059,0.255163536,0.134079606,0.472740335,0.020598046,0,0.691029305,0,0.342398431,0.614494927,6.343062711,173984.4718,1.735411349,0.300832262,20.30597249,0.201922536,0,2.27583574,0.212041178,0,9,4,0.312041178,0.765249949,0.353807281,0.146697659,611,5,0.406164873,8,3,2,0,0,2,0.226442558,9.898469498,0.161351363,0.375,0.0,0.104355922,0.0,0,0,80.93633204
IN-TRV-000717,2026-02-15,small_medium,metro,peak,52,11,345719808,6581569,43602894.625,3.131553685,0,0,0,0,1,0,0.75369224,15.24837091,3,0,0,0,0.48230451,0,7,1,1.561205171,1.008004967,0.074758977,1,1.296640399,2.024321695,1.0,0.140586813,0.186823829,0.738437674,8.594132667,62.71868949,3,8,716,106,33,20205.68494,0.596294221,0.185043243,0.138786611,0.034510513,0.780446244,0.014427154,0,0.783592697,0,0.121760772,0.221461044,17.71191551,109619.7414,1.786027956,0.126094221,12.55756134,0.079299547,0,3.566038969,0.494500501,1,6,2,0.594500501,0.524693747,0.496978523,0.528619394,1438,5,-0.023059896,4,7,5,0,0,0,0.041817585,4.21760439,0.097383286,0.636363636,0.0,0.009374144,0.0,0,0,47.70582336
IN-TRV-000352,2026-02-15,micro,tier2,peak,26,3,36694966,355342,3837693.6,1.439987399,0,0,1,0,1,0,0.643114981,50.72569801,2,0,0,0,0.341690212,0,5,1,2.366109104,0.762036524,0.034497296,1,2.360736942,5.58576117,1.0,0.23018634,0.440435922,0.606892232,29.51799575,118.7388123,4,5,896,108,32,13403.12457,0.77900872,0.316198305,0.262604568,0.084432683,0.599369012,0.012718909,0,0.809216366,0,0.238753421,0.422903515,9.131506773,68969.29608,1.47252699,0.248580135,24.13885321,0.221497557,0,3.023147646,0.46907328,0,3,1,0.56907328,0.420087641,0.740452512,0.647066503,710,2,0.006505536,2,1,0,0,0,2,0.327417145,6.90559021,0.105566944,0.333333333,0.0,0.117671419,0.0,1,0,50.69726116
IN-TRV-000937,2026-02-15,large,tier3,peak,93,61,1462030017,73209498,436348443.278125,5.892536882,1,1,1,0,1,0,0.939593061,17.4887903,1,1,0,0,0.425422979,1,3,1,1.258390716,1.220195112,0.115224876,1,1.0,1.258390716,0.891255467,0.108144509,0.115644454,0.871966468,14.60527815,47.37692722,0,19,602,107,20,61669.34578,0.466154862,0.186418823,0.11939296,0.032523765,0.781057412,0.008698553,0,0.869521708,0,0.060194296,0.076355771,10.8248661,399807.6697,1.642688316,0.154174193,5.231868236,0.099547514,0,3.423041386,0.494154598,0,5,3,0.594154598,0.47972246,0.942611498,0.608783243,2382,2,-0.025441515,2,35,26,2,0,3,0.025387466,3.244335256,0.048929359,0.573770492,0.057142857,0.008350063,0.0,0,0,47.74651784
IN-TRV-000257,2026-02-15,micro,metro,peak,40,3,37027429,551889,6806631.0,2.565143859,0,0,0,0,1,0,0.653548328,57.02401679,3,0,0,0,0.397449758,0,4,0,2.262938128,0.555169196,0.04909086,1,2.238058488,5.064587885,1.0,0.13570707,0.213885906,0.675153883,17.68150302,102.1827,3,6,1098,111,37,7466.615634,0.792708456,0.24898317,0.151575258,0.081134734,0.669882096,0.015416699,0,0.76874951,0,0.236362513,0.345918867,10.39964615,36143.40699,1.525636182,0.227865215,23.34996224,0.140285881,0,3.77632149,0.546230797,0,5,0,0.646230797,0.536040781,0.364035058,0.442733665,1129,3,-0.092619683,1,1,0,0,0,0,0.221345506,4.071212094,0.152454027,0.333333333,0.0,0.061204378,0.0,1,0,41.61990629
IN-TRV-000636,2026-02-15,small_medium,metro,peak,66,19,526637533,14380623,66483238.321875006,5.424376875,1,1,1,1,1,0,0.940963615,5.059348218,0,1,0,1,0.458466965,1,2,1,0.707921539,1.621583496,0.11348917,1,1.178733724,0.834450992,0.732374261,0.09009569,0.145585383,0.958185088,0.573527042,54.82255129,0,5,802,101,25,42356.25455,0.352068743,0.095889955,0.063294869,0.024755892,0.879354153,0.007928619,0,0.881070713,0,0.058933396,0.098430482,17.52902422,176753.3669,1.652029482,0.110566485,3.331044882,0.079919358,0,4.492934813,0.744019159,0,1,1,0.844019159,0.320081053,0.285509119,0.620497698,1784,0,-0.429433744,0,12,10,1,0,0,0.064477896,2.702870696,0.062933414,0.631578947,0.083333333,0.010777843,0.0,0,0,18.35068715
IN-TRV-000645,2026-02-15,small_medium,metro,peak,73,16,602825523,6316651,35369414.907692306,6.060644879,1,1,1,0,1,0,0.933701676,4.377786791,1,0,0,0,0.44645353,1,4,1,0.776356105,1.65945051,0.097491065,1,1.242270982,0.964444661,0.727921162,0.01225506,0.101544879,0.923270924,1.615759062,64.78181558,0,3,892,100,23,18799.58417,0.357607795,0.116868898,0.099234255,0.036465108,0.846665994,0.007722248,0,0.884166282,0,0.07125157,0.099076006,20.45798167,107612.1796,1.477535251,0.054999761,3.746729525,0.041993325,0,3.880112231,0.661707935,0,3,0,0.761707935,0.262483701,0.472896176,0.704990952,2112,5,-0.30455134,1,8,5,0,0,1,0.027827311,0.367651801,0.068906212,0.5,0.0,0.002058253,0.0,0,0,28.03436053
IN-TRV-000555,2026-02-15,micro,tier2,peak,13,1,17015707,226652,2138035.4758333336,0.8790473,0,0,0,0,0,0,0.372065218,153.2168136,4,0,0,0,0.204897035,1,7,0,3.62360813,0.342502657,-0.061138389,0,2.800386697,10.147504,0.984325548,0.37736744,0.493378959,0.390248745,79.25429556,235.6467717,7,13,738,115,48,10185.69981,1.067772174,0.336104766,0.290818282,0.059127246,0.604767989,0.046857027,1,0.297144598,4,0.30640914,0.510216721,3.402788359,35190.34575,1.59522623,0.368631659,44.35406948,0.270173849,0,1.821878952,0.121685228,1,10,7,0.221685228,0.836946573,0.544166152,0.335551574,359,2,0.606202065,5,1,0,0,0,3,0.441721158,11.32102319,0.300665922,1.0,0.0,0.304517741,0.027777778,1,0,100.0
IN-TRV-000960,2026-02-15,large,tier3,peak,48,68,2805106460,15319785,125319685.91999999,2.559516709,0,0,1,1,1,0,0.740434164,33.01985031,5,0,0,0,0.397964362,0,6,1,2.483453523,1.1616613,0.011176003,0,1.0,2.483453523,0.94387511,0.306455647,0.334530195,0.637551023,20.31143396,90.20217783,3,20,832,104,35,30256.88385,0.566570559,0.239977718,0.220699904,0.036504541,0.72351774,0.026712308,1,0.599315377,3,0.173877153,0.223734035,12.83902335,222506.6149,1.528268711,0.257537427,27.15414326,0.220505419,0,2.29523879,0.257048533,1,12,2,0.357048533,0.66636115,0.867425012,0.458945776,1272,5,0.246933022,8,48,34,3,1,3,0.00897425,9.19366941,0.213698465,0.705882353,0.0625,0.003466808,0.027777778,1,1,99.57292575
